id	description	uniprotIDs	ncbiIDs
B37R19C17	spermatogenesis associated 20 (SPATA20)	Q8TB22	NM_022827.2
B37R19C18	spermatogenesis associated 20 (SPATA20)	Q8TB22	NM_022827.2
B37R19C19	calcyclin binding protein (CACYBP), transcript variant 1	Q9HB71	NM_014412.2
B37R19C20	calcyclin binding protein (CACYBP), transcript variant 1	Q9HB71	NM_014412.2
B37R19C21	Myosin light chain 2, lymphocyte-specific	Q9BUA6	BC002778.1,BC000772.1
B37R19C22	Myosin light chain 2, lymphocyte-specific	Q9BUA6	BC002778.1,BC000772.1
B37R20C01	high-mobility group nucleosome binding domain 1 (HMGN1)	P05114	NM_004965.3
B37R20C02	high-mobility group nucleosome binding domain 1 (HMGN1)	P05114	NM_004965.3
B37R20C03	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54 (DDX54)	Q8TDD1	BC001132.1
B37R20C04	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54 (DDX54)	Q8TDD1	BC001132.1
B37R20C05	Importin-9	Q96P70	BC003604.1
B37R20C06	Importin-9	Q96P70	BC003604.1
B37R20C07	COX17 cytochrome c oxidase assembly homolog (S. cerevisiae) (COX17), nuclear gene encoding mitochondrial protein	Q14061	NM_005694.1
B37R20C08	COX17 cytochrome c oxidase assembly homolog (S. cerevisiae) (COX17), nuclear gene encoding mitochondrial protein	Q14061	NM_005694.1
B37R20C09	PRKR interacting protein 1 (IL11 inducible) (PRKRIP1)	Q96CF8	BC014298.1
B37R20C10	PRKR interacting protein 1 (IL11 inducible) (PRKRIP1)	Q96CF8	BC014298.1
B37R20C11	leucine-rich, glioma inactivated 1 (LGI1)	O95970	NM_005097.1
B37R20C12	leucine-rich, glioma inactivated 1 (LGI1)	O95970	NM_005097.1
B37R20C13	jumping translocation breakpoint (JTB)	O76095	NM_006694.1,BC004239.1
B37R20C14	jumping translocation breakpoint (JTB)	O76095	NM_006694.1,BC004239.1
B37R20C17	Ribosomal protein L14 (RPL14), mRNA	NA	NA
B37R20C19	Similar to RIKEN cDNA 2610307I21 (LOC90806), mRNA	NA	NA
B37R20C20	Similar to RIKEN cDNA 2610307I21 (LOC90806), mRNA	NA	NA
B37R20C21	Zinc finger protein 37a (KOX 21), mRNA (cDNA clone MGC:27353 IMAGE:4671816), complete cds	NA	NA
B37R20C22	Zinc finger protein 37a (KOX 21), mRNA (cDNA clone MGC:27353 IMAGE:4671816), complete cds	NA	NA
B37R21C01	Hypothetical protein MGC34032 (MGC34032), mRNA	NA	NA
B37R21C02	Hypothetical protein MGC34032 (MGC34032), mRNA	NA	NA
B37R21C03	RAB34, member RAS oncogene family (RAB34), mRNA	NA	NA
B37R21C04	RAB34, member RAS oncogene family (RAB34), mRNA	NA	NA
B37R21C05	Hypothetical protein MGC26988, mRNA (cDNA clone MGC:33605 IMAGE:4825198), complete cds	NA	NA
B37R21C06	Hypothetical protein MGC26988, mRNA (cDNA clone MGC:33605 IMAGE:4825198), complete cds	NA	NA
B37R21C09	PD1 / PDCD1 Protein	NA	NA
B37R21C10	PD1 / PDCD1 Protein	NA	NA
B37R21C15	Internal Control	NA	NA
B37R21C16	Internal Control	NA	NA
B37R21C17	IL12B / P40 Protein (His Tag)	NA	NA
B37R21C18	IL12B / P40 Protein (His Tag)	NA	NA
B37R21C19	Internal Control	NA	NA
B37R21C20	Internal Control	NA	NA
B37R21C21	FGF2 Recombinant Human Protein	NA	NA
B37R21C22	FGF2 Recombinant Human Protein	NA	NA
B38R02C11	LAG1 homolog, ceramide synthase 6, mRNA (cDNA clone IMAGE:4396549), complete cds.	NA	BC030800.2
B38R02C12	LAG1 homolog, ceramide synthase 6, mRNA (cDNA clone IMAGE:4396549), complete cds.	NA	BC030800.2
B38R02C13	Vesicle-trafficking protein SEC22b	O75396	NM_004892.2
B38R02C14	Vesicle-trafficking protein SEC22b	O75396	NM_004892.2
B38R02C15	Acyl carrier protein, mitochondrial	O14561	BC058920.1
B38R02C16	Acyl carrier protein, mitochondrial	O14561	BC058920.1
B38R02C17	WD repeat-containing protein 33	Q9C0J8	BC013990.1
B38R02C18	WD repeat-containing protein 33	Q9C0J8	BC013990.1
B38R02C19	ilvB (bacterial acetolactate synthase)-like (ILVBL), transcript variant 2	Q59GP4	NM_176826.1
B38R02C20	ilvB (bacterial acetolactate synthase)-like (ILVBL), transcript variant 2	Q59GP4	NM_176826.1
B38R02C21	complement component 1, q subcomponent, A chain (C1QA)	P02745	NM_015991.1
B38R02C22	complement component 1, q subcomponent, A chain (C1QA)	P02745	NM_015991.1
B38R03C01	isopentenyl-diphosphate delta isomerase 2 (IDI2)	Q9BXS1	NM_033261.2
B38R03C02	isopentenyl-diphosphate delta isomerase 2 (IDI2)	Q9BXS1	NM_033261.2
B38R03C03	pyridoxal (pyridoxine, vitamin B6) kinase (PDXK)	NA	BC003651.1
B38R03C04	pyridoxal (pyridoxine, vitamin B6) kinase (PDXK)	NA	BC003651.1
B38R03C05	heparan sulfate (glucosamine) 3-O-sulfotransferase 5 (HS3ST5)	Q8IZT8	NM_153612.2
B38R03C06	heparan sulfate (glucosamine) 3-O-sulfotransferase 5 (HS3ST5)	Q8IZT8	NM_153612.2
B38R03C07	interleukin 28 receptor, alpha (interferon, lambda receptor) (IL28RA), transcript variant 3	Q8IU57	NM_173065.1
B38R03C08	interleukin 28 receptor, alpha (interferon, lambda receptor) (IL28RA), transcript variant 3	Q8IU57	NM_173065.1
B38R03C09	hypothetical protein LOC150538 (FLJ32063)	Q96MQ0	NM_153031.1
B38R03C10	hypothetical protein LOC150538 (FLJ32063)	Q96MQ0	NM_153031.1
B38R03C11	monoacylglycerol O-acyltransferase 3 (MOGAT3)	Q86VF5	NM_178176.2
B38R03C12	monoacylglycerol O-acyltransferase 3 (MOGAT3)	Q86VF5	NM_178176.2
B38R03C13	leukemia inhibitory factor (cholinergic differentiation factor) (LIF)	P15018	NM_002309.2
B38R03C14	leukemia inhibitory factor (cholinergic differentiation factor) (LIF)	P15018	NM_002309.2
B38R03C15	membrane-spanning 4-domains, subfamily A, member 2 (Fc fragment of IgE, high affinity I, receptor for; beta polypeptide) (MS4A2)	Q01362	NM_000139.2
B38R03C16	membrane-spanning 4-domains, subfamily A, member 2 (Fc fragment of IgE, high affinity I, receptor for; beta polypeptide) (MS4A2)	Q01362	NM_000139.2
B38R03C17	GIPC PDZ domain containing family, member 1 (GIPC1), transcript variant 2	O14908	NM_202467.1
B38R03C18	GIPC PDZ domain containing family, member 1 (GIPC1), transcript variant 2	O14908	NM_202467.1
B38R03C19	complement component 8, gamma polypeptide (C8G)	P07360	NM_000606.1
B38R03C20	complement component 8, gamma polypeptide (C8G)	P07360	NM_000606.1
B38R03C21	Putative adenosylhomocysteinase 2	Q80SW1	BC016942.1
B38R03C22	Putative adenosylhomocysteinase 2	Q80SW1	BC016942.1
B38R04C01	FIP1 like 1 (S. cerevisiae) (FIP1L1)	Q6UN15	BC017724.1
B38R04C02	FIP1 like 1 (S. cerevisiae) (FIP1L1)	Q6UN15	BC017724.1
B38R04C03	transgelin 3 (TAGLN3)	Q9UI15	BC015329.1
B38R04C04	transgelin 3 (TAGLN3)	Q9UI15	BC015329.1
B38R04C05	lysophospholipase II (LYPLA2)	O95372	NM_007260.2
B38R04C06	lysophospholipase II (LYPLA2)	O95372	NM_007260.2
B38R04C07	palmitoyl-protein thioesterase 2 (PPT2), transcript variant 1	Q9UMR5	NM_005155.5
B38R04C08	palmitoyl-protein thioesterase 2 (PPT2), transcript variant 1	Q9UMR5	NM_005155.5
B38R04C09	chromosome 11 open reading frame 65 (C11orf65)	Q8NCR3	BC059411.1,NM_152587.2
B38R04C10	chromosome 11 open reading frame 65 (C11orf65)	Q8NCR3	BC059411.1,NM_152587.2
B38R04C11	fibrinogen-like 1 (FGL1)	Q08830	BC007047.1
B38R04C12	fibrinogen-like 1 (FGL1)	Q08830	BC007047.1
B38R04C13	chromosome 9 open reading frame 116 (C9orf116), transcript variant 2	Q5BN46	NM_144654.1
B38R04C14	chromosome 9 open reading frame 116 (C9orf116), transcript variant 2	Q5BN46	NM_144654.1
B38R04C15	proline rich 14 (PRR14)	Q96D88	BC021934.1
B38R04C16	proline rich 14 (PRR14)	Q96D88	BC021934.1
B38R04C17	eukaryotic translation initiation factor 2C, 4 (EIF2C4)	Q9HCK5	NM_017629.2
B38R04C18	eukaryotic translation initiation factor 2C, 4 (EIF2C4)	Q9HCK5	NM_017629.2
B38R04C19	aconitase 2, mitochondrial (ACO2), nuclear gene encoding mitochondrial protein	Q99798	NM_001098.2
B38R04C20	aconitase 2, mitochondrial (ACO2), nuclear gene encoding mitochondrial protein	Q99798	NM_001098.2
B38R04C21	potassium voltage-gated channel, shaker-related subfamily, member 6 (KCNA6)	P17658	NM_002235.2
B38R04C22	potassium voltage-gated channel, shaker-related subfamily, member 6 (KCNA6)	P17658	NM_002235.2
B38R05C01	Pleckstrin homology-like domain family B member 1	Q86UU1	BC013031.1
B38R05C02	Pleckstrin homology-like domain family B member 1	Q86UU1	BC013031.1
B38R05C03	Metal transporter CNNM3	Q8NE01	BC007199.1
B38R05C04	Metal transporter CNNM3	Q8NE01	BC007199.1
B38R05C05	CUG triplet repeat, RNA binding protein 1 (CUGBP1)	Q92879	BC031079.1
B38R05C06	CUG triplet repeat, RNA binding protein 1 (CUGBP1)	Q92879	BC031079.1
B38R05C07	cDNA clone IMAGE:5014808 (LOC645676)	NA	BC017347.1
B38R05C08	cDNA clone IMAGE:5014808 (LOC645676)	NA	BC017347.1
B38R05C09	Nuclear receptor-binding protein	Q5RBH9	NM_013392.1
B38R05C10	Nuclear receptor-binding protein	Q5RBH9	NM_013392.1
B38R05C11	Cell division protein kinase 10	Q15131	NM_003674.1,NM_052987.1
B38R05C12	Cell division protein kinase 10	Q15131	NM_003674.1,NM_052987.1
B38R05C13	serine/threonine kinase 25 (STE20 homolog, yeast) (STK25)	O00506	NM_006374.2
B38R05C14	serine/threonine kinase 25 (STE20 homolog, yeast) (STK25)	O00506	NM_006374.2
B38R05C15	protein kinase, X-linked (PRKX)	P51817	NM_005044.1
B38R05C16	protein kinase, X-linked (PRKX)	P51817	NM_005044.1
B38R05C17	thiamin pyrophosphokinase 1 (TPK1)	Q9H3S4	BC068460.1
B38R05C18	thiamin pyrophosphokinase 1 (TPK1)	Q9H3S4	BC068460.1
B38R05C19	interleukin 21 (IL21)	Q9HBE4	NM_021803.1
B38R05C20	interleukin 21 (IL21)	Q9HBE4	NM_021803.1
B38R05C21	hemoglobin, delta (HBD)	P02042	NM_000519.2
B38R05C22	hemoglobin, delta (HBD)	P02042	NM_000519.2
B38R06C01	A kinase (PRKA) anchor protein 14 (AKAP14), transcript variant 1	Q86UN6	NM_178813.5
B38R06C02	A kinase (PRKA) anchor protein 14 (AKAP14), transcript variant 1	Q86UN6	NM_178813.5
B38R06C03	phospholipase A2, group IVC (cytosolic, calcium-independent) (PLA2G4C)	Q9UP65	BC017956.1
B38R06C04	phospholipase A2, group IVC (cytosolic, calcium-independent) (PLA2G4C)	Q9UP65	BC017956.1
B38R06C05	retinol binding protein 5, cellular (RBP5)	P82980	NM_031491.1
B38R06C06	retinol binding protein 5, cellular (RBP5)	P82980	NM_031491.1
B38R06C07	Acyl-coenzyme A thioesterase 4	Q8N9L9	BC031799.1
B38R06C08	Acyl-coenzyme A thioesterase 4	Q8N9L9	BC031799.1
B38R06C09	hypothetical protein LOC90925 (LOC90925)	A6NDP2	NM_175870.3
B38R06C10	hypothetical protein LOC90925 (LOC90925)	A6NDP2	NM_175870.3
B38R06C11	Peptidyl-tRNA hydrolase 2, mitochondrial	Q9Y3E5	NM_001015509.1
B38R06C12	Peptidyl-tRNA hydrolase 2, mitochondrial	Q9Y3E5	NM_001015509.1
B38R06C13	GRIP1-associated protein 1	Q4V328	NM_020137.3
B38R06C14	GRIP1-associated protein 1	Q4V328	NM_020137.3
B38R06C15	Heat shock 70 kDa protein 4	P34932	NM_002154.3
B38R06C16	Heat shock 70 kDa protein 4	P34932	NM_002154.3
B38R06C17	Putative ribosomal RNA methyltransferase 2	Q9UI43	NM_013393.1
B38R06C18	Putative ribosomal RNA methyltransferase 2	Q9UI43	NM_013393.1
B38R06C19	chromosome 13 open reading frame 16 (C13orf16)	Q8N6K0	NM_152324.1
B38R06C20	chromosome 13 open reading frame 16 (C13orf16)	Q8N6K0	NM_152324.1
B38R06C21	T-complex protein 11-like protein 2	Q8N4U5	NM_152772.1
B38R06C22	T-complex protein 11-like protein 2	Q8N4U5	NM_152772.1
B38R07C01	RNA binding motif protein 13 (RBM13)	Q9BXY0	NM_032509.2
B38R07C02	RNA binding motif protein 13 (RBM13)	Q9BXY0	NM_032509.2
B38R07C03	microspherule protein 1 (MCRS1), transcript variant 1	Q96EZ8	NM_006337.3
B38R07C04	microspherule protein 1 (MCRS1), transcript variant 1	Q96EZ8	NM_006337.3
B38R07C05	Ig gamma-1 chain C region	P01857	BC026038.1,BC072419.1,BC092518.1,BC090938.1
B38R07C06	Ig gamma-1 chain C region	P01857	BC026038.1,BC072419.1,BC092518.1,BC090938.1
B38R07C07	Surfactant, pulmonary-associated protein C (SFTPC), mRNA	NA	NA
B38R07C08	Surfactant, pulmonary-associated protein C (SFTPC), mRNA	NA	NA
B38R07C09	myosin, light chain 9, regulatory (MYL9), transcript variant 2, mRNA.	Q9BUF9	NM_181526.1
B38R07C10	myosin, light chain 9, regulatory (MYL9), transcript variant 2, mRNA.	Q9BUF9	NM_181526.1
B38R07C11	Spindlin-2B	Q9BPZ2	BC000044.1
B38R07C12	Spindlin-2B	Q9BPZ2	BC000044.1
B38R07C13	protein kinase C, alpha (PRKCA); see catalog number for detailed information on wild-type or point mutant status	P17252	NM_002737.1
B38R07C14	protein kinase C, alpha (PRKCA); see catalog number for detailed information on wild-type or point mutant status	P17252	NM_002737.1
B38R07C15	Alpha-type platelet-derived growth factor receptor	P16234	NM_006206.2
B38R07C16	Alpha-type platelet-derived growth factor receptor	P16234	NM_006206.2
B38R07C17	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog (KIT), transcript variant 1; see catalog number for detailed information on wild-type or point mutant status	P10721	NM_000222.1
B38R07C18	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog (KIT), transcript variant 1; see catalog number for detailed information on wild-type or point mutant status	P10721	NM_000222.1
B38R07C19	homeodomain interacting protein kinase 3 (HIPK3), transcript variant 1	Q9H422	NM_005734.1
B38R07C20	homeodomain interacting protein kinase 3 (HIPK3), transcript variant 1	Q9H422	NM_005734.1
B38R07C21	coiled-coil domain containing 99 (CCDC99)	Q96EA4	NM_017785.2
B38R07C22	coiled-coil domain containing 99 (CCDC99)	Q96EA4	NM_017785.2
B38R08C01	mitochondrial translational release factor 1-like (MTRF1L)	Q96CC5	BC014428.1
B38R08C02	mitochondrial translational release factor 1-like (MTRF1L)	Q96CC5	BC014428.1
B38R08C03	MHC class I polypeptide-related sequence A (MICA)	Q95HA2	BC016929.1
B38R08C04	MHC class I polypeptide-related sequence A (MICA)	Q95HA2	BC016929.1
B38R08C05	immunoglobulin heavy constant mu (IGHM)	P01871,P01857	BC011857.2,BC002963.1,BC016381.1,BC041037.1
B38R08C06	immunoglobulin heavy constant mu (IGHM)	P01871,P01857	BC011857.2,BC002963.1,BC016381.1,BC041037.1
B38R08C07	formin-like 3 (FMNL3)	Q8IVF7	BC033181.1
B38R08C08	formin-like 3 (FMNL3)	Q8IVF7	BC033181.1
B38R08C09	cell division cycle associated 4 (CDCA4), transcript variant 14	Q9BXL8	NM_145701.1
B38R08C10	cell division cycle associated 4 (CDCA4), transcript variant 14	Q9BXL8	NM_145701.1
B38R08C11	Protein canopy homolog 3	Q9BT09	NM_006586.2
B38R08C12	Protein canopy homolog 3	Q9BT09	NM_006586.2
B38R08C13	family with sequence similarity 86, member A (FAM86A)	Q96G04	BC010084.2
B38R08C14	family with sequence similarity 86, member A (FAM86A)	Q96G04	BC010084.2
B38R08C15	golgi reassembly stacking protein 1, 65kDa (GORASP1)	Q9BQQ3	NM_031899.2
B38R08C16	golgi reassembly stacking protein 1, 65kDa (GORASP1)	Q9BQQ3	NM_031899.2
B38R08C17	guanosine monophosphate reductase (GMPR)	P36959	NM_006877.1
B38R08C18	guanosine monophosphate reductase (GMPR)	P36959	NM_006877.1
B38R08C19	signal transducer and activator of transcription 6, interleukin-4 induced (STAT6)	P42226	NM_003153.3
B38R08C20	signal transducer and activator of transcription 6, interleukin-4 induced (STAT6)	P42226	NM_003153.3
B38R08C21	chromosome 9 open reading frame 72 (C9orf72), transcript variant 1	Q96LT7	NM_018325.1
B38R08C22	chromosome 9 open reading frame 72 (C9orf72), transcript variant 1	Q96LT7	NM_018325.1
B38R09C01	60S ribosomal protein L22	P35268	NM_000983.3
B38R09C02	60S ribosomal protein L22	P35268	NM_000983.3
B38R09C03	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived) (FARP1), transcript variant 2, mRNA	NA	NA
B38R09C04	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived) (FARP1), transcript variant 2, mRNA	NA	NA
B38R09C05	AHNAK nucleoprotein (AHNAK), transcript variant 2	A1A586,Q9BVU3	NM_024060.2,NM_024060.1
B38R09C06	AHNAK nucleoprotein (AHNAK), transcript variant 2	A1A586,Q9BVU3	NM_024060.2,NM_024060.1
B38R09C07	Protein tyrosine phosphatase type IVA 3	O75365	NM_007079.2
B38R09C08	Protein tyrosine phosphatase type IVA 3	O75365	NM_007079.2
B38R09C09	Metaxin-2	O75431	NM_006554.3
B38R09C10	Metaxin-2	O75431	NM_006554.3
B38R09C11	Arylsulfatase F (ARSF), mRNA	NA	NA
B38R09C12	Arylsulfatase F (ARSF), mRNA	NA	NA
B38R09C13	Major histocompatibility complex, class II, DR beta 3, mRNA (cDNA clone MGC:14522 IMAGE:4272571), complete cds	NA	NA
B38R09C14	Major histocompatibility complex, class II, DR beta 3, mRNA (cDNA clone MGC:14522 IMAGE:4272571), complete cds	NA	NA
B38R09C15	Olfactomedin-like 3 (OLFML3), mRNA	NA	NA
B38R09C16	Olfactomedin-like 3 (OLFML3), mRNA	NA	NA
B38R09C17	ankyrin repeat and SOCS box-containing 9 (ASB9)	Q96DX5	BC001244.1,BC013172.1
B38R09C18	ankyrin repeat and SOCS box-containing 9 (ASB9)	Q96DX5	BC001244.1,BC013172.1
B38R09C19	neutrophil cytosolic factor 4, 40kDa (NCF4), transcript variant 2	Q15080	NM_013416.1
B38R09C20	neutrophil cytosolic factor 4, 40kDa (NCF4), transcript variant 2	Q15080	NM_013416.1
B38R09C21	multiple C2 domains, transmembrane 2 (MCTP2)	Q6DN12	BC025708.1
B38R09C22	multiple C2 domains, transmembrane 2 (MCTP2)	Q6DN12	BC025708.1
B38R10C01	Putative phosphatidylinositol 4-kinase alpha-like protein P2	A4QPH2	BC020225.1
B38R10C02	Putative phosphatidylinositol 4-kinase alpha-like protein P2	A4QPH2	BC020225.1
B38R10C03	translocator protein (18kDa) (TSPO), transcript variant PBR	P30536	NM_000714.3
B38R10C04	translocator protein (18kDa) (TSPO), transcript variant PBR	P30536	NM_000714.3
B38R10C05	ferritin, light polypeptide (FTL)	P02792	BC021670.1,BC016715.1
B38R10C06	ferritin, light polypeptide (FTL)	P02792	BC021670.1,BC016715.1
B38R10C07	RAB7, member RAS oncogene family-like 1 (RAB7L1)	O14966	NM_003929.1
B38R10C08	RAB7, member RAS oncogene family-like 1 (RAB7L1)	O14966	NM_003929.1
B38R10C09	ribosomal protein S26 (RPS26)	P62854	NM_001029.2
B38R10C10	ribosomal protein S26 (RPS26)	P62854	NM_001029.2
B38R11C21	single-strand-selective monofunctional uracil-DNA glycosylase 1 (SMUG1)	Q53HV7	BC000417.1
B38R11C22	single-strand-selective monofunctional uracil-DNA glycosylase 1 (SMUG1)	Q53HV7	BC000417.1
B38R12C01	ribosomal protein S20 (RPS20)	P60866	NM_001023.2
B38R12C02	ribosomal protein S20 (RPS20)	P60866	NM_001023.2
B38R12C03	heat shock factor binding protein 1 (HSBP1)	O75506	NM_001537.1
B38R12C04	heat shock factor binding protein 1 (HSBP1)	O75506	NM_001537.1
B38R12C05	Enhancer of yellow 2 transcription factor homolog	Q9JIX0	NM_020189.1
B38R12C06	Enhancer of yellow 2 transcription factor homolog	Q9JIX0	NM_020189.1
B38R12C07	Protein tyrosine kinase 2 beta	Q14289	NM_004103.2
B38R12C08	Protein tyrosine kinase 2 beta	Q14289	NM_004103.2
B38R12C09	Serine/threonine-protein kinase N3	Q6P5Z2	NM_013355.1
B38R12C10	Serine/threonine-protein kinase N3	Q6P5Z2	NM_013355.1
B38R12C11	Dual specificity tyrosine-phosphorylation-regulated kinase 1A	Q13627	NM_001396.2
B38R12C12	Dual specificity tyrosine-phosphorylation-regulated kinase 1A	Q13627	NM_001396.2
B38R12C13	Dual specificity mitogen-activated protein kinase kinase 4	NA	NM_003010.1
B38R12C16	Down syndrome critical region gene 4 (DSCR4)	P56555	NM_005867.2
B38R12C17	parvalbumin (PVALB)	P20472	NM_002854.2
B38R12C18	parvalbumin (PVALB)	P20472	NM_002854.2
B38R12C19	DnaJ (Hsp40) homolog, subfamily B, member 12 (DNAJB12), transcript variant 1	Q9NXW2	NM_001002762.1
B38R12C20	DnaJ (Hsp40) homolog, subfamily B, member 12 (DNAJB12), transcript variant 1	Q9NXW2	NM_001002762.1
B38R12C21	hypothetical LOC339541 (MGC33556)	Q6PIY5	NM_001004307.1
B38R12C22	hypothetical LOC339541 (MGC33556)	Q6PIY5	NM_001004307.1
B38R13C01	transmembrane protein 27 (TMEM27)	Q9HBJ8	NM_020665.2
B38R13C02	transmembrane protein 27 (TMEM27)	Q9HBJ8	NM_020665.2
B38R13C03	resistance to inhibitors of cholinesterase 3 homolog (C. elegans) (RIC3)	Q7Z5B4	NM_024557.2
B38R13C04	resistance to inhibitors of cholinesterase 3 homolog (C. elegans) (RIC3)	Q7Z5B4	NM_024557.2
B38R13C05	poliovirus receptor-related 3 (PVRL3)	Q9NQS3	BC067808.1,BC017572.1
B38R13C06	poliovirus receptor-related 3 (PVRL3)	Q9NQS3	BC067808.1,BC017572.1
B38R13C07	FK506 binding protein 1A, 12kDa (FKBP1A), transcript variant 12B	P62942	NM_000801.2
B38R13C08	FK506 binding protein 1A, 12kDa (FKBP1A), transcript variant 12B	P62942	NM_000801.2
B38R13C09	PREDICTED: Homo sapiens hypothetical LOC389081 (LOC389081)	NA	XM_374026.1
B38R13C10	PREDICTED: Homo sapiens hypothetical LOC389081 (LOC389081)	NA	XM_374026.1
B38R13C11	guanine nucleotide binding protein (G protein), q polypeptide (GNAQ)	P50148	NM_002072.1
B38R13C12	guanine nucleotide binding protein (G protein), q polypeptide (GNAQ)	P50148	NM_002072.1
B38R13C13	suppressor of cytokine signaling 2 (SOCS2)	O14508	NM_003877.3
B38R13C14	suppressor of cytokine signaling 2 (SOCS2)	O14508	NM_003877.3
B38R13C15	phosphorylase kinase, gamma 2 (testis)	P15735	NM_000294.1
B38R13C16	phosphorylase kinase, gamma 2 (testis)	P15735	NM_000294.1
B38R13C17	mitochondrial ribosomal protein S31 (MRPS31)	Q92665	BC022045.1
B38R13C18	mitochondrial ribosomal protein S31 (MRPS31)	Q92665	BC022045.1
B38R13C19	tsukushin (TSKU)	Q8WUA8	BC020975.1
B38R13C20	tsukushin (TSKU)	Q8WUA8	BC020975.1
B38R13C21	chromosome X open reading frame 48 (CXorf48)	Q8WUE5	BC020662.1
B38R13C22	chromosome X open reading frame 48 (CXorf48)	Q8WUE5	BC020662.1
B38R14C01	protein kinase C, alpha (PRKCA); see catalog number for detailed information on wild-type or point mutant status	P17252	NM_002737.1
B38R14C02	protein kinase C, alpha (PRKCA); see catalog number for detailed information on wild-type or point mutant status	P17252	NM_002737.1
B38R14C03	cDNA FLJ30744 fis, clone FEBRA2000378.	NA	AK055306.1
B38R14C04	cDNA FLJ30744 fis, clone FEBRA2000378.	NA	AK055306.1
B38R14C05	tRNA aspartic acid methyltransferase 1 (TRDMT1)	O14717	BC047733.1
B38R14C06	tRNA aspartic acid methyltransferase 1 (TRDMT1)	O14717	BC047733.1
B38R14C07	reticulon 1 (RTN1), transcript variant 3	Q16799	NM_206852.1
B38R14C08	reticulon 1 (RTN1), transcript variant 3	Q16799	NM_206852.1
B38R14C09	SEC13-like 1 (S. cerevisiae) (SEC13L1), transcript variant 1	P55735	NM_030673.1,NM_030673.2
B38R14C10	SEC13-like 1 (S. cerevisiae) (SEC13L1), transcript variant 1	P55735	NM_030673.1,NM_030673.2
B38R14C11	Lipoma HMGIC fusion partner-like 4 protein	Q7Z7J7	NM_198560.1
B38R14C12	Lipoma HMGIC fusion partner-like 4 protein	Q7Z7J7	NM_198560.1
B38R14C13	FLJ42258 protein (FLJ42258), mRNA	NA	NA
B38R14C14	FLJ42258 protein (FLJ42258), mRNA	NA	NA
B38R14C15	CAMP responsive element modulator (CREM), transcript variant 16, mRNA	NA	NA
B38R14C16	CAMP responsive element modulator (CREM), transcript variant 16, mRNA	NA	NA
B38R14C17	Transmembrane, prostate androgen induced RNA (TMEPAI), transcript variant 2, mRNA	NA	NA
B38R14C18	Transmembrane, prostate androgen induced RNA (TMEPAI), transcript variant 2, mRNA	NA	NA
B38R14C19	mahogunin, ring finger 1 (MGRN1)	O60291	NM_015246.1
B38R14C20	mahogunin, ring finger 1 (MGRN1)	O60291	NM_015246.1
B38R14C21	phosphodiesterase 4D interacting protein (myomegalin) (PDE4DIP)	Q8TBR0,A7YY83	BC026270.1,BC025406.1
B38R14C22	phosphodiesterase 4D interacting protein (myomegalin) (PDE4DIP)	Q8TBR0,A7YY83	BC026270.1,BC025406.1
B38R15C01	survival motor neuron domain containing 1 (SMNDC1)	O75940	BC011234.1
B38R15C02	survival motor neuron domain containing 1 (SMNDC1)	O75940	BC011234.1
B38R15C03	Wiskott-Aldrich syndrome-like (WASL)	O00401	BC052955.1
B38R15C04	Wiskott-Aldrich syndrome-like (WASL)	O00401	BC052955.1
B38R15C05	mannosidase, alpha, class 2C, member 1 (MAN2C1)	Q9NTJ4,NA	BC010081.2,NM_006715.2
B38R15C06	mannosidase, alpha, class 2C, member 1 (MAN2C1)	Q9NTJ4,NA	BC010081.2,NM_006715.2
B38R15C07	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3) (MPP3), transcript variant 1	Q13368	NM_001932.2
B38R15C08	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3) (MPP3), transcript variant 1	Q13368	NM_001932.2
B38R15C09	ubiquitin-like 3 (UBL3)	O95164	NM_007106.2
B38R15C10	ubiquitin-like 3 (UBL3)	O95164	NM_007106.2
B38R15C11	Endothelial lipase	Q9Y5X9	BC060825.1
B38R15C12	Endothelial lipase	Q9Y5X9	BC060825.1
B38R15C13	CENPB	NA	NA
B38R15C14	CENPB	NA	NA
B38R15C15	protein kinase, cGMP-dependent, type II (PRKG2)	NA	NM_006259.1
B38R15C16	protein kinase, cGMP-dependent, type II (PRKG2)	NA	NM_006259.1
B38R15C17	platelet-derived growth factor receptor, alpha polypeptide (PDGFRA); see catalog number for detailed information on wild-type or point mutant status	NA,P16234	NM_006206.3
B38R15C18	platelet-derived growth factor receptor, alpha polypeptide (PDGFRA); see catalog number for detailed information on wild-type or point mutant status	NA,P16234	NM_006206.3
B38R15C19	fms-related tyrosine kinase 4 (FLT4), transcript variant 2	NA	NM_002020.1
B38R15C20	fms-related tyrosine kinase 4 (FLT4), transcript variant 2	NA	NM_002020.1
B38R15C21	SFRS protein kinase 2 (SRPK2), transcript variant 2	P78362	NM_182691.1
B38R15C22	SFRS protein kinase 2 (SRPK2), transcript variant 2	P78362	NM_182691.1
