id	position	name	GSM2522610	GSM2522611	GSM2522612	GSM2522613	GSM2522618	GSM2522666	GSM2522667	GSM2522668	GSM2522669	GSM2522670	description
B47R12C08	47-8-12	Hs~MGC:BC031827.1~uORF:IOH22190	4356	1565	932	455	1221	2092	1149	1430	2396	219	cDNA clone MGC:25008 IMAGE:4453355, complete cds
B47R12C09	47-9-12	Hs~MGC:BC020867.1~uORF:IOH12282	1152	962	954	473	684	576	851	585	1311	891	solute carrier family 6 (neurotransmitter transporter, GABA), member 13 (SLC6A13)
B47R12C10	47-10-12	Hs~MGC:BC020867.1~uORF:IOH12282	1200	1039	929	499	913	565	881	594	1216	1295	solute carrier family 6 (neurotransmitter transporter, GABA), member 13 (SLC6A13)
B47R12C11	47-11-12	Hs~MGC:BC006370.2~uORF:IOH6467	1573	1361	1006	969	1272	888	1274	1129	1954	602	inversin (INVS)
B47R12C12	47-12-12	Hs~MGC:BC006370.2~uORF:IOH6467	1576	1281	1021	913	851	884	1275	1105	2026	550	inversin (INVS)
B47R12C13	47-13-12	Hs~Ref:NM_000281.1~uORF:IOH6468	2265	1555	983	3014	1736	2070	4350	2684	5138	1349	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) (PCBD1)
B47R12C14	47-14-12	Hs~Ref:NM_000281.1~uORF:IOH6468	2211	1580	1013	2831	1692	1935	4209	2597	5063	1262	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) (PCBD1)
B47R12C15	47-15-12	Hs~Ref:NM_016954.2~uORF:IOH46151	1401	1140	1373	846	819	1362	1852	1132	2613	810	T-box 22 (TBX22), transcript variant 2
B47R12C16	47-16-12	Hs~Ref:NM_016954.2~uORF:IOH46151	1594	1176	1364	767	868	1284	1894	1134	2507	751	T-box 22 (TBX22), transcript variant 2
B47R12C17	47-17-12	Hs~MGC:BC001946.1~uORF:IOH46145	1675	1076	1394	846	842	1340	2052	976	2242	1815	bruno-like 4, RNA binding protein (Drosophila) (BRUNOL4)
B47R12C18	47-18-12	Hs~MGC:BC001946.1~uORF:IOH46145	1600	1032	1382	856	868	1578	1911	950	2313	1743	bruno-like 4, RNA binding protein (Drosophila) (BRUNOL4)
B47R12C19	47-19-12	Hs~MGC:BC006206.2~uORF:IOH46182	1970	1383	1530	914	1024	1615	1900	1157	2710	960	NIK and IKK{beta} binding protein (NIBP)
B47R12C20	47-20-12	Hs~MGC:BC006206.2~uORF:IOH46182	1947	1245	1500	1056	979	1435	1964	1517	2636	929	NIK and IKK{beta} binding protein (NIBP)
B47R12C21	47-21-12	Hs~Ref:NM_023083.1~uORF:IOH29699	3952	1726	1589	1124	1425	1635	2132	1350	2905	833	calpain 10 (CAPN10), transcript variant 1
B47R12C22	47-22-12	Hs~Ref:NM_023083.1~uORF:IOH29699	3975	1777	1465	1118	1224	1537	2067	1234	2948	986	calpain 10 (CAPN10), transcript variant 1
B47R13C01	47-1-13	Hs~MGC:BC000226.1~uORF:IOH4362	697	320	479	608	311	609	675	424	700	162	ubiquitin specific peptidase 47 (USP47)
B47R13C02	47-2-13	Hs~MGC:BC000226.1~uORF:IOH4362	702	383	512	612	318	582	708	451	668	188	ubiquitin specific peptidase 47 (USP47)
B47R13C03	47-3-13	Hs~MGC:NM_152516.1~uORF:IOH23070	643	454	554	356	346	616	708	479	814	227	copper metabolism (Murr1) domain containing 1 (COMMD1)
B47R13C04	47-4-13	Hs~MGC:NM_152516.1~uORF:IOH23070	666	393	558	359	326	609	705	428	668	228	copper metabolism (Murr1) domain containing 1 (COMMD1)
B47R13C05	47-5-13	Hs~MGC:BC006233.1~uORF:IOH6288	564	476	568	284	298	373	578	339	452	66	ketohexokinase (fructokinase) (KHK)
B47R13C06	47-6-13	Hs~MGC:BC006233.1~uORF:IOH6288	670	481	517	284	385	396	494	343	482	33	ketohexokinase (fructokinase) (KHK)
B47R13C07	47-7-13	Hs~Ref:NM_001526.2~uORF:IOH29555	946	589	737	387	369	380	656	291	589	702	hypocretin (orexin) receptor 2 (HCRTR2)
B47R13C08	47-8-13	Hs~Ref:NM_001526.2~uORF:IOH29555	749	480	758	332	377	386	626	300	546	78	hypocretin (orexin) receptor 2 (HCRTR2)
B47R13C09	47-9-13	Hs~Ref:NM_023932.1~uORF:IOH4371	399	402	534	324	283	439	697	353	619	153	delta-like 2 homolog (Drosophila) (DLK2), transcript variant 1
B47R13C10	47-10-13	Hs~Ref:NM_023932.1~uORF:IOH4371	375	387	582	316	236	409	688	321	618	112	delta-like 2 homolog (Drosophila) (DLK2), transcript variant 1
B47R13C11	47-11-13	Hs~MGC:BC006839.1~uORF:IOH3171	336	570	1996	218	427	482	627	298	684	58	GATA binding protein 3 (GATA3)
B47R13C12	47-12-13	Hs~MGC:BC006839.1~uORF:IOH3171	414	565	1905	264	293	462	634	285	690	-12	GATA binding protein 3 (GATA3)
B47R13C13	47-13-13	Hs~MGC:BC001788.1~uORF:IOH4396	877	1815	1088	559	630	725	1073	718	1326	474	signal peptide peptidase-like 2B (SPPL2B)
B47R13C14	47-14-13	Hs~MGC:BC001788.1~uORF:IOH4396	904	1861	1023	631	617	692	1059	728	1316	399	signal peptide peptidase-like 2B (SPPL2B)
B47R13C15	47-15-13	Hs~MGC:BC000876.1~uORF:IOH3233	1232	12436	1914	1698	1341	1758	2010	1506	3773	515	zinc finger protein 174 (ZNF174)
B47R13C16	47-16-13	Hs~MGC:BC000876.1~uORF:IOH3233	1259	12445	2017	1593	1195	1729	1889	1363	3792	565	zinc finger protein 174 (ZNF174)
B47R13C17	47-17-13	Hs~Ref:NM_145266.1~uORF:IOH13512	990	653	827	278	495	401	947	498	596	172	NudC domain containing 2 (NUDCD2)
B47R13C18	47-18-13	Hs~Ref:NM_145266.1~uORF:IOH13512	973	588	829	281	367	473	930	496	620	260	NudC domain containing 2 (NUDCD2)
B47R13C19	47-19-13	Hs~Ref:NM_006667.2~uORF:IOH1787	2129	1103	2799	1181	1684	1741	2097	1284	2047	447	progesterone receptor membrane component 1 (PGRMC1)
B47R13C20	47-20-13	Hs~Ref:NM_006667.2~uORF:IOH1787	2157	1069	2844	1263	1749	1679	2038	1249	2071	455	progesterone receptor membrane component 1 (PGRMC1)
B47R13C21	47-21-13	Hs~MGC:BC018441.1~uORF:IOH10768	1032	726	990	599	742	994	1946	565	854	311	chromosome 19 open reading frame 25 (C19orf25)
B47R13C22	47-22-13	Hs~MGC:BC018441.1~uORF:IOH10768	1034	789	891	561	1069	988	1937	584	934	281	chromosome 19 open reading frame 25 (C19orf25)
B47R14C01	47-1-14	Hs~MGC:BC018519.1~uORF:IOH10796	675	847	945	593	918	771	775	763	1434	228	family with sequence similarity 36, member A (FAM36A)
B47R14C02	47-2-14	Hs~MGC:BC018519.1~uORF:IOH10796	681	887	899	601	873	677	764	714	1415	181	family with sequence similarity 36, member A (FAM36A)
B47R14C03	47-3-14	Hs~Ref:NM_001868.1~uORF:IOH53980	330	355	577	284	261	525	1261	560	833	211	Carboxypeptidase A1
B47R14C04	47-4-14	Hs~Ref:NM_001868.1~uORF:IOH53980	577	355	586	280	289	562	1232	533	901	196	Carboxypeptidase A1
B47R14C05	47-5-14	Hs~Ref:NM_006404.3~uORF:IOH53863	201	281	425	212	252	663	501	295	512	106	Endothelial protein C receptor
B47R14C06	47-6-14	Hs~Ref:NM_006404.3~uORF:IOH53863	411	275	429	230	240	372	481	316	527	205	Endothelial protein C receptor
B47R14C11	47-11-14	Hs~MGC:BC039654.1~uORF:IOH29351	371	371	545	288	172	426	497	308	629	61	tubulin folding cofactor D (TBCD)
B47R14C12	47-12-14	Hs~MGC:BC039654.1~uORF:IOH29351	333	376	483	285	316	413	539	345	621	117	tubulin folding cofactor D (TBCD)
B47R14C13	47-13-14	Hs~Ref:NM_005206.2~uORF:IOH1805	414	514	1078	431	352	3198	948	1051	715	290	v-crk sarcoma virus CT10 oncogene homolog (avian) (CRK), transcript variant I
B47R14C14	47-14-14	Hs~Ref:NM_005206.2~uORF:IOH1805	400	523	1062	454	312	2938	943	1000	717	297	v-crk sarcoma virus CT10 oncogene homolog (avian) (CRK), transcript variant I
B47R14C15	47-15-14	Hs~MGC:BC021992.1~uORF:IOH13921	718	507	598	378	286	895	564	309	625	259	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor) (PRKRIR)
B47R14C16	47-16-14	Hs~MGC:BC021992.1~uORF:IOH13921	740	494	617	370	280	941	583	377	624	252	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor) (PRKRIR)
B47R14C17	47-17-14	Hs~MGC:BC000043.1~uORF:IOH4765	816	1035	773	756	512	810	1858	582	1308	344	ADP-ribosylation factor-like 4D (ARL4D)
B47R14C18	47-18-14	Hs~MGC:BC000043.1~uORF:IOH4765	789	1057	798	929	501	846	1872	577	1371	371	ADP-ribosylation factor-like 4D (ARL4D)
B47R14C21	47-21-14	Hs~MGC:BC035030.1~uORF:IOH62115	1005	602	533	351	479	612	643	583	796	345	RAP1 GTPase activating protein, mRNA (cDNA clone MGC:33806 IMAGE:5261027), complete cds
B47R14C22	47-22-14	Hs~MGC:BC035030.1~uORF:IOH62115	996	672	540	472	332	552	623	573	800	335	RAP1 GTPase activating protein, mRNA (cDNA clone MGC:33806 IMAGE:5261027), complete cds
B47R15C05	47-5-15	Hs~MGC:BC042333.1~uORF:IOH28769	108	243	277	215	176	130	343	236	250	47	F-box protein 21 (FBXO21)
B47R15C06	47-6-15	Hs~MGC:BC042333.1~uORF:IOH28769	61	221	299	210	154	152	329	251	175	42	F-box protein 21 (FBXO21)
B47R15C07	47-7-15	Hs~MGC:BC053343.1~uORF:IOH28926	460	250	774	317	305	302	450	306	508	126	karyopherin alpha 2 (RAG cohort 1, importin alpha 1) (KPNA2)
B47R15C08	47-8-15	Hs~MGC:BC053343.1~uORF:IOH28926	494	254	829	315	359	305	468	298	534	199	karyopherin alpha 2 (RAG cohort 1, importin alpha 1) (KPNA2)
B47R15C09	47-9-15	Hs~MGC:BC014051.1~uORF:IOH14549	558	282	920	473	301	599	1045	435	1092	265	small inducible cytokine subfamily E, member 1 (endothelial monocyte-activating) (SCYE1)
B47R15C10	47-10-15	Hs~MGC:BC014051.1~uORF:IOH14549	567	318	921	459	342	609	1056	411	1087	192	small inducible cytokine subfamily E, member 1 (endothelial monocyte-activating) (SCYE1)
B47R15C11	47-11-15	Hs~MGC:BC010032.1~uORF:IOH14597	338	292	3099	243	153	414	408	308	467	67	LAG1 homolog, ceramide synthase 2 (LASS2)
B47R15C12	47-12-15	Hs~MGC:BC010032.1~uORF:IOH14597	324	314	3024	221	369	379	390	287	517	134	LAG1 homolog, ceramide synthase 2 (LASS2)
B47R15C15	47-15-15	Hs~Ref:NM_004755.2~CAT:PV3681	395	255	458	632	732	484	1158	335	1977	148	ribosomal protein S6 kinase, 90kDa, polypeptide 5 (RPS6KA5), transcript variant 1
B47R15C16	47-16-15	Hs~Ref:NM_004755.2~CAT:PV3681	407	217	467	606	705	920	1124	325	1938	101	ribosomal protein S6 kinase, 90kDa, polypeptide 5 (RPS6KA5), transcript variant 1
B47R16C01	47-1-16	Hs~Ref:NM_002011.3~CAT:P3054	78	34	169	31	119	673	224	55	52	38	fibroblast growth factor receptor 4 (FGFR4), transcript variant 1
B47R16C02	47-2-16	Hs~Ref:NM_002011.3~CAT:P3054	86	46	168	31	91	64	220	78	47	28	fibroblast growth factor receptor 4 (FGFR4), transcript variant 1
B47R16C03	47-3-16	Hs~Ref:NM_002759.1~CAT:PV4821	126	301	214	257	56	285	319	253	267	161	Interferon-induced, double-stranded RNA-activated protein kinase
B47R16C04	47-4-16	Hs~Ref:NM_002759.1~CAT:PV4821	113	333	213	261	123	145	360	227	5	177	Interferon-induced, double-stranded RNA-activated protein kinase
B47R16C07	47-7-16	Hs~Ref:NM_139016.2~uORF:IOH27635	5083	2983	4252	65465	3260	4359	10867	11152	5584	4758	chromosome 20 open reading frame 198 (C20orf198)
B47R16C08	47-8-16	Hs~Ref:NM_139016.2~uORF:IOH27635	5077	2887	4199	65457	3475	4287	10967	10827	5528	4703	chromosome 20 open reading frame 198 (C20orf198)
B47R16C09	47-9-16	Hs~Ref:NM_173822.1~uORF:IOH27491	2445	1594	2716	3997	2005	2206	6442	5655	2672	666	family with sequence similarity 126, member B (FAM126B)
B47R16C10	47-10-16	Hs~Ref:NM_173822.1~uORF:IOH27491	2359	1606	2736	3942	1888	2107	6227	5276	2708	610	family with sequence similarity 126, member B (FAM126B)
B47R16C11	47-11-16	Hs~MGC:BC050434.1~uORF:IOH26685	3131	3264	1962	1730	2097	3027	10869	1835	2876	731	hypothetical protein FLJ10154 (FLJ10154)
B47R16C12	47-12-16	Hs~MGC:BC050434.1~uORF:IOH26685	3243	3183	1924	1705	2732	2822	10998	1780	2878	728	hypothetical protein FLJ10154 (FLJ10154)
B47R16C13	47-13-16	Hs~Ref:NM_003403.3~uORF:IOH27684	3012	1373	1724	1785	1585	3164	5191	6692	1752	393	YY1 transcription factor (YY1)
B47R16C14	47-14-16	Hs~Ref:NM_003403.3~uORF:IOH27684	2698	1311	1687	1811	1501	2975	5129	6395	1765	358	YY1 transcription factor (YY1)
B47R16C15	47-15-16	Hs~MGC:BC007315.1~uORF:IOH5888	503	568	563	161	296	46	250	216	185	32	CCR4-NOT transcription complex, subunit 7 (CNOT7)
B47R16C16	47-16-16	Hs~MGC:BC007315.1~uORF:IOH5888	536	555	565	171	294	77	214	193	182	7	CCR4-NOT transcription complex, subunit 7 (CNOT7)
B47R16C17	47-17-16	Hs~MGC:BC035194.2~uORF:IOH28718	911	1188	1558	523	806	681	752	628	886	934	DnaJ (Hsp40) homolog, subfamily C, member 5 gamma (DNAJC5G)
B47R16C18	47-18-16	Hs~MGC:BC035194.2~uORF:IOH28718	885	1211	1640	731	799	803	780	613	844	1164	DnaJ (Hsp40) homolog, subfamily C, member 5 gamma (DNAJC5G)
B47R16C19	47-19-16	Hs~MGC:BC053629.1~uORF:IOH29041	1846	2534	6775	905	2655	1437	3645	686	3720	1615	Uncharacterized protein C3orf62
B47R16C20	47-20-16	Hs~MGC:BC053629.1~uORF:IOH29041	1794	2570	6576	847	2430	1398	3590	657	3824	1237	Uncharacterized protein C3orf62
B47R16C21	47-21-16	Hs~Ref:NM_001414.1~uORF:IOH29608	1030	863	1171	6902	1004	810	1715	1057	1081	318	eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa (EIF2B1)
B47R16C22	47-22-16	Hs~Ref:NM_001414.1~uORF:IOH29608	877	855	1216	7174	719	772	1601	951	1084	266	eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa (EIF2B1)
B47R17C03	47-3-17	Hs~MGC:BC069323.1~uORF:IOH61861	206	360	429	210	233	357	845	419	410	129	Leptin
B47R17C04	47-4-17	Hs~MGC:BC069323.1~uORF:IOH61861	184	375	453	239	312	183	849	419	327	44	Leptin
B47R17C07	47-7-17	Hs~MGC:BC031057.1~uORF:IOH61614	759	443	566	376	308	826	1342	736	948	209	RING finger and CHY zinc finger domain-containing protein 1
B47R17C08	47-8-17	Hs~MGC:BC031057.1~uORF:IOH61614	732	473	569	342	303	718	1376	737	894	188	RING finger and CHY zinc finger domain-containing protein 1
B47R17C09	47-9-17	Hs~Ref:NM_017583.2~uORF:IOH12577	847	529	1069	1411	791	1282	915	884	1232	438	tripartite motif-containing 44 (TRIM44)
B47R17C10	47-10-17	Hs~Ref:NM_017583.2~uORF:IOH12577	845	551	1057	1502	787	1308	946	852	1262	451	tripartite motif-containing 44 (TRIM44)
B47R17C11	47-11-17	Hs~MGC:BC016866.1~uORF:IOH10396	6119	888	595	899	1288	3155	5928	1475	1432	440	tripartite motif-containing 31 (TRIM31)
B47R17C12	47-12-17	Hs~MGC:BC016866.1~uORF:IOH10396	6257	867	621	830	1635	2518	5728	1342	1478	416	tripartite motif-containing 31 (TRIM31)
B47R17C13	47-13-17	Hs~Ref:NM_023930.1~uORF:IOH3701	1279	1416	1190	2985	944	2908	5427	3953	1831	1186	potassium channel tetramerisation domain containing 14 (KCTD14)
B47R17C14	47-14-17	Hs~Ref:NM_023930.1~uORF:IOH3701	1357	1433	1168	2960	972	3099	5291	4245	1763	1185	potassium channel tetramerisation domain containing 14 (KCTD14)
B47R17C15	47-15-17	Hs~Ref:NM_024958.1~uORF:IOH3105	331	382	1577	301	357	383	467	526	523	167	neurensin 2 (NRSN2)
B47R17C16	47-16-17	Hs~Ref:NM_024958.1~uORF:IOH3105	304	389	1563	320	354	858	492	548	593	97	neurensin 2 (NRSN2)
B47R17C17	47-17-17	Hs~Ref:NM_182631.1~uORF:IOH28980	1019	2290	807	685	586	1111	1577	819	1196	742	hypothetical protein LOC348840 (LOC348840)
B47R17C18	47-18-17	Hs~Ref:NM_182631.1~uORF:IOH28980	958	2372	807	657	543	1130	1697	798	1101	622	hypothetical protein LOC348840 (LOC348840)
B47R17C19	47-19-17	Hs~Ref:NM_017573.2~uORF:IOH27381	471	1031	595	287	294	489	610	366	476	-40	proprotein convertase subtilisin/kexin type 4 (PCSK4)
B47R17C20	47-20-17	Hs~Ref:NM_017573.2~uORF:IOH27381	477	1010	568	280	307	536	648	615	458	243	proprotein convertase subtilisin/kexin type 4 (PCSK4)
B47R17C21	47-21-17	Hs~MGC:BC038983.1~uORF:IOH26136	617	363	823	294	371	639	1669	1014	825	295	ubiquitin specific peptidase 36 (USP36)
B47R17C22	47-22-17	Hs~MGC:BC038983.1~uORF:IOH26136	563	398	826	298	389	487	1711	644	719	208	ubiquitin specific peptidase 36 (USP36)
B47R18C01	47-1-18	Hs~MGC:BC036884.1~uORF:IOH25943	731	439	959	472	531	357	557	589	566	253	zinc finger protein 462 (ZNF462)
B47R18C02	47-2-18	Hs~MGC:BC036884.1~uORF:IOH25943	759	452	969	529	517	417	569	624	632	203	zinc finger protein 462 (ZNF462)
B47R18C03	47-3-18	Hs~Ref:NM_006274.2~uORF:IOH11962	16279	22586	2416	2827	899	1049	2470	1126	1280	354	chemokine (C-C motif) ligand 19 (CCL19)
B47R18C04	47-4-18	Hs~Ref:NM_006274.2~uORF:IOH11962	16173	21608	2416	2864	887	1025	2436	1180	1246	305	chemokine (C-C motif) ligand 19 (CCL19)
B47R18C05	47-5-18	Hs~Ref:NM_007284.1~uORF:IOH5114	16634	21311	3211	10851	1383	808	3087	1565	1145	277	twinfilin, actin-binding protein, homolog 2 (Drosophila) (TWF2)
B47R18C06	47-6-18	Hs~Ref:NM_007284.1~uORF:IOH5114	16519	21983	3178	10262	1420	749	3208	1530	1113	225	twinfilin, actin-binding protein, homolog 2 (Drosophila) (TWF2)
B47R18C07	47-7-18	Hs~MGC:BC013959.1~uORF:IOH14481	721	842	2039	1250	3371	1671	6562	2592	1821	476	guanine nucleotide binding protein-like 1 (GNL1)
B47R18C08	47-8-18	Hs~MGC:BC013959.1~uORF:IOH14481	663	827	2006	1241	3316	1558	6514	2514	1772	457	guanine nucleotide binding protein-like 1 (GNL1)
B47R18C09	47-9-18	Hs~Ref:NM_024516.1~uORF:IOH5156	635	805	1200	502	6913	1261	2198	2535	1596	112	chromosome 16 open reading frame 53 (C16orf53)
B47R18C10	47-10-18	Hs~Ref:NM_024516.1~uORF:IOH5156	721	759	1212	498	6655	1141	2234	2493	1593	162	chromosome 16 open reading frame 53 (C16orf53)
B47R18C11	47-11-18	Hs~Ref:NM_004458.1~uORF:IOH28633	1149	1450	514	809	496	968	1103	834	664	1341	acyl-CoA synthetase long-chain family member 4 (ACSL4), transcript variant 1
B47R18C12	47-12-18	Hs~Ref:NM_004458.1~uORF:IOH28633	1160	1427	534	727	897	816	1095	813	668	1321	acyl-CoA synthetase long-chain family member 4 (ACSL4), transcript variant 1
B47R18C13	47-13-18	Hs~Ref:NM_138424.1~uORF:IOH9715	1269	1772	440	281	528	415	682	299	581	225	kinesin family member 12 (KIF12)
B47R18C14	47-14-18	Hs~Ref:NM_138424.1~uORF:IOH9715	1333	1775	417	293	409	274	695	310	546	197	kinesin family member 12 (KIF12)
B47R18C15	47-15-18	Hs~MGC:BC050548.1~uORF:IOH26914	2614	4210	505	364	416	590	876	333	629	259	kinesin family member 4A (KIF4A)
B47R18C16	47-16-18	Hs~MGC:BC050548.1~uORF:IOH26914	2566	4207	521	394	446	563	746	344	646	274	kinesin family member 4A (KIF4A)
B47R18C17	47-17-18	Hs~MGC:BC057768.1~uORF:IOH29152	5336	8428	669	738	557	442	509	363	578	957	chorionic somatomammotropin hormone 1 (placental lactogen) (CSH1)
B47R18C18	47-18-18	Hs~MGC:BC057768.1~uORF:IOH29152	5205	8572	664	552	507	449	477	370	574	91	chorionic somatomammotropin hormone 1 (placental lactogen) (CSH1)
B47R18C19	47-19-18	Hs~Ref:NM_006755.1~uORF:IOH2052	1	-1	-2	6	-2	-3	0	-8	0	1	transaldolase 1 (TALDO1)
B47R18C20	47-20-18	Hs~Ref:NM_006755.1~uORF:IOH2052	-1	3	3	0	0	1	0	7	-2	-6	transaldolase 1 (TALDO1)
B47R18C21	47-21-18	Hs~Ref:NM_001071.1~uORF:IOH4024	2	3	0	141	-1	1190	2284	1489	2852	296	thymidylate synthetase (TYMS)
B47R18C22	47-22-18	Hs~Ref:NM_001071.1~uORF:IOH4024	1	2	1	-1	-4	1222	2414	1590	2853	255	thymidylate synthetase (TYMS)
B47R19C01	47-1-19	Hs~MGC:BC015749.1~uORF:IOH13588	1102	933	1426	5	1214	2	-3	1	1	-1	syntaxin binding protein 1 (STXBP1)
B47R19C02	47-2-19	Hs~MGC:BC015749.1~uORF:IOH13588	1242	952	1407	1	1232	-2	0	0	-1	-1	syntaxin binding protein 1 (STXBP1)
B47R19C03	47-3-19	Hs~MGC:BC011461.1~uORF:IOH11995	1128	766	1478	705	1064	1282	2246	1275	1552	362	microphthalmia-associated transcription factor (MITF)
B47R19C04	47-4-19	Hs~MGC:BC011461.1~uORF:IOH11995	1076	793	1454	680	1047	1170	2210	1200	1595	363	microphthalmia-associated transcription factor (MITF)
B47R19C05	47-5-19	Hs~MGC:BC029046.1~uORF:IOH27332	4963	1711	2930	1483	827	2409	17849	1010	2388	422	H1 histone family, member 0 (H1F0)
B47R19C06	47-6-19	Hs~MGC:BC029046.1~uORF:IOH27332	3711	1725	2856	1424	864	2228	16858	922	2356	405	H1 histone family, member 0 (H1F0)
B47R19C09	47-9-19	Hs~MGC:BC032477.1~uORF:IOH21714	767	845	734	617	653	882	1201	550	1005	354	transmembrane channel-like 4 (TMC4)
B47R19C10	47-10-19	Hs~MGC:BC032477.1~uORF:IOH21714	788	860	763	547	686	932	1088	546	1059	371	transmembrane channel-like 4 (TMC4)
B47R19C11	47-11-19	Hs~MGC:BC024245.2~uORF:IOH22398	905	544	928	490	591	817	1545	648	1324	355	sal-like 2 (Drosophila) (SALL2)
B47R19C12	47-12-19	Hs~MGC:BC024245.2~uORF:IOH22398	949	596	937	453	713	733	1560	605	1211	304	sal-like 2 (Drosophila) (SALL2)
B47R19C13	47-13-19	Hs~MGC:BC029608.1~uORF:IOH21623	2	4	272	-1	493	19	243	135	307	31	rapamycin-insensitive companion of mTOR (RICTOR)
B47R19C14	47-14-19	Hs~MGC:BC029608.1~uORF:IOH21623	17	1	375	0	357	219	231	124	266	27	rapamycin-insensitive companion of mTOR (RICTOR)
B47R19C15	47-15-19	Hs~Ref:NM_152397.1~uORF:IOH21608	-2	288	319	206	942	375	417	316	504	116	IQ motif containing F1 (IQCF1)
B47R19C16	47-16-19	Hs~Ref:NM_152397.1~uORF:IOH21608	-1	-2	1	198	508	446	430	374	542	62	IQ motif containing F1 (IQCF1)
B47R19C17	47-17-19	Hs~Ref:NM_012088.2~uORF:IOH13028	2133	1488	2381	595	762	793	1835	2977	2637	598	6-phosphogluconolactonase (PGLS)
B47R19C18	47-18-19	Hs~Ref:NM_012088.2~uORF:IOH13028	2100	1523	2376	-12	76	805	1723	2808	2512	161	6-phosphogluconolactonase (PGLS)
B47R19C19	47-19-19	Hs~Ref:NM_032747.1~uORF:IOH7454	3126	1007	2018	825	832	967	1355	959	1846	386	upregulated during skeletal muscle growth 5 homolog (mouse) (USMG5)
B47R19C20	47-20-19	Hs~Ref:NM_032747.1~uORF:IOH7454	2726	990	1970	812	1129	940	1226	1155	1806	373	upregulated during skeletal muscle growth 5 homolog (mouse) (USMG5)
B47R19C21	47-21-19	Hs~MGC:NM_022085.3~uORF:IOH28133	1898	272	637	327	314	582	643	742	817	225	thioredoxin domain containing 5 (TXNDC5), transcript variant 2
B47R19C22	47-22-19	Hs~MGC:NM_022085.3~uORF:IOH28133	523	261	617	316	256	560	682	606	812	84	thioredoxin domain containing 5 (TXNDC5), transcript variant 2
B47R20C01	47-1-20	Hs~Ref:NM_138998.1~uORF:IOH21408	502	299	387	245	278	412	449	331	557	619	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39 (DDX39), transcript variant 2
B47R20C02	47-2-20	Hs~Ref:NM_138998.1~uORF:IOH21408	572	323	428	259	302	379	429	340	614	253	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39 (DDX39), transcript variant 2
B47R20C03	47-3-20	Hs~MGC:BC002752.1~uORF:IOH5351	628	420	457	511	384	1029	1387	1489	1241	984	chromosome 11 open reading frame 67 (C11orf67)
B47R20C04	47-4-20	Hs~MGC:BC002752.1~uORF:IOH5351	621	408	459	489	316	952	1388	1599	1232	1000	chromosome 11 open reading frame 67 (C11orf67)
B47R20C05	47-5-20	Hs~MGC:BC004277.1~uORF:IOH5499	52	23	32	25	10	297	97	128	153	13	Fanconi anemia, complementation group I (FANCI)
B47R20C06	47-6-20	Hs~MGC:BC004277.1~uORF:IOH5499	1004	24	37	19	27	1144	105	9	142	80	Fanconi anemia, complementation group I (FANCI)
B47R20C07	47-7-20	Hs~MGC:NM_152788.2~uORF:IOH11108	958	688	869	524	711	722	1093	519	1318	198	Ankyrin repeat and sterile alpha motif domain-containing protein 1B
B47R20C08	47-8-20	Hs~MGC:NM_152788.2~uORF:IOH11108	949	684	848	546	661	650	1073	554	1548	202	Ankyrin repeat and sterile alpha motif domain-containing protein 1B
B47R20C09	47-9-20	Hs~Ref:NM_032042.2~uORF:IOH11050	789	493	707	991	571	2723	2666	5394	1272	601	chromosome 5 open reading frame 21 (C5orf21)
B47R20C10	47-10-20	Hs~Ref:NM_032042.2~uORF:IOH11050	766	434	709	854	236	2620	2611	5328	1288	543	chromosome 5 open reading frame 21 (C5orf21)
B47R20C11	47-11-20	Hs~Ref:NM_012391.1~uORF:IOH12673	1028	1378	846	663	576	1025	798	555	1153	126	SAM pointed domain containing ets transcription factor (SPDEF)
B47R20C12	47-12-20	Hs~Ref:NM_012391.1~uORF:IOH12673	1108	1379	829	649	718	973	862	510	1176	172	SAM pointed domain containing ets transcription factor (SPDEF)
B47R20C13	47-13-20	Hs~Ref:NM_025061.2~uORF:IOH10684	713	503	627	413	361	1056	11250	489	870	236	Leucine-rich repeat-containing protein 8E
B47R20C14	47-14-20	Hs~Ref:NM_025061.2~uORF:IOH10684	625	461	661	378	285	968	11191	456	875	198	Leucine-rich repeat-containing protein 8E
B48R02C11	48-11-2	Hs~Ref:NM_012407.1~uORF:IOH12174	1048	425	610	317	166	524	1250	339	1007	104	PRKCA-binding protein
B48R02C12	48-12-2	Hs~Ref:NM_012407.1~uORF:IOH12174	1169	405	556	290	250	666	1469	400	616	111	PRKCA-binding protein
B48R02C13	48-13-2	Hs~MGC:NM_033082.1~uORF:IOH7469	6690	1146	1189	1	1034	1152	-3	-1	135	5	Nuclear protein Hcc-1
